x,y,cultivated,cellid,cultivar,sowing,scenario,climate.control,co2,rowSpacing,Yield_kgha,biomass_kgha,MaturityDAS,EmergenceDAS,SeedFillingDAS,FloweringDAS,CumRadiationInterceptionOnGreen,SeasonRain,SeasonRadn,SeasonMaxt,SeasonMint,SeasonMeanT,BloomingSeasonMaxt,Silking_Supply_Demand_Ratio,Silking_RUE_Temp,swhc_6in,swhc_12in,swhc_24in,Crop_ET,WDrainage,WRunoff,sWUE,Date
-91.0134875334247,34.95788990364149,1,12662,PurcellMG4,15-May,baseline,1/1/2025,350,750,4791.0991990503235,12093.147328105308,116,5,71,43,1498.2551073780005,553.1599974632263,3880.799997329712,30.464130453441452,18.0146738809088,24.239402167175125,33.42131145664903,1,0.9900819669004345,9.420548778536808,18.841097557073617,37.682593705283736,662.0715856113102,126.26099351827607,72.5001049795694,5.565656703669955,2015-12-31
-91.04206014747538,34.086034535644565,1,19644,PurcellMG4,15-May,baseline,1/1/2025,350,750,4390.540426523584,10981.833350274364,109,5,66,40,1397.6737812739689,370.339994430542,3880.799997329712,29.799456762230914,19.398913077686142,24.599184919958528,32.039344787597656,1,0.9957377042926726,8.637856243732147,17.275712487464293,34.581152222614016,554.9294348236679,145.3038474082719,23.812672433600333,6.063897461524682,2015-12-31
-90.25953385772954,35.05771131032115,1,11615,PurcellMG4,15-May,baseline,1/1/2025,350,750,4660.027234748023,11728.504914106881,113,5,70,43,1415.6206521162785,677.9099984169006,3786.509994506836,29.468478327212125,18.6402173716089,24.05434784941051,32.03114759726603,1,0.990245903515425,7.921972982831573,15.843945965663146,32.78960831882138,596.1550107355122,149.62151343854464,91.47495944605114,5.565863215433191,2015-12-31
-91.19215908461389,35.636344474262884,1,7284,PurcellMG4,15-May,baseline,1/1/2025,350,750,4810.480534785284,11926.46982015551,116,6,72,46,1442.9683251360223,829.8300106525421,3756.180000782013,27.76358705499898,17.819565249525983,22.79157615226248,30.780328031446114,1,0.9904098338768131,11.437095475010729,22.874190950021458,45.0622327840141,568.723997341834,153.5454005140138,229.46518196711708,5.054434961982885,2015-12-31
-89.91651186466785,35.89089528883186,1,4823,PurcellMG4,15-May,baseline,1/1/2025,350,750,4618.488875858858,11352.555327423364,114,5,70,44,1399.804643151386,666.2900042533875,3742.729992866516,29.454891505448714,19.15108703530353,24.302989270376123,32.6852460767402,1,0.9745901561174238,4.837107008564055,9.67421401712811,32.76524054597398,579.0549884838638,159.7047842204265,128.52591272951156,5.3252220732188915,2015-12-31
-90.66417255077471,35.21105027824701,1,10526,PurcellMG4,15-May,baseline,1/1/2025,350,750,3927.518923930433,9533.912605995165,114,5,70,43,1430.0083874758052,687.3099987506866,3786.509994506836,29.648913051771082,18.390217423439026,24.019565237605054,32.59016396569424,0.996925813423496,0.9907377102335947,4.968696221749547,9.937392443499094,20.047888888865675,534.5252371646745,178.99788313102135,97.79115044320562,4.840934106032006,2015-12-31
-91.5524336062921,34.24108141634972,1,18551,PurcellMG4,15-May,baseline,1/1/2025,350,750,4220.331933667199,10241.475665233658,111,5,67,41,1441.1329669734591,446.79000306129456,3880.799997329712,29.97499994609667,19.345108654188074,24.66005430014237,32.03770484298956,0.9996854539680301,0.9924590188948835,7.0110020323306275,14.022004064661255,27.241231589876055,531.0634848941958,114.88853031793455,61.09792398131198,5.968930481037148,2015-12-31
-90.93705164442795,36.117603762561586,1,3354,PurcellMG4,15-May,baseline,1/1/2025,350,750,4634.203940402647,11692.542297637929,117,6,73,46,1420.0357345808663,825.2400071620941,3693.8599982261658,28.786413161650948,17.638586847678475,23.21250000466471,31.96229528208248,1,0.9931967242819364,11.4370041211213,22.8740082422426,45.89269534222071,593.052484928452,151.51831797136524,89.89831457659498,5.553475668958643,2015-12-31
-91.54689264517046,33.860189645683576,1,21595,PurcellMG4,15-May,baseline,1/1/2025,350,750,3906.318171069224,9520.083885197066,115,5,68,40,1474.969080775095,548.6199934482574,3880.239993572235,31.673369677170463,18.369565181110215,25.02146742914034,33.90819696520196,0.9956720619659359,0.9868032830660463,7.0110020323306275,14.022004064661255,27.241231589876055,590.8100495486135,137.94096002331128,64.54655222328128,4.924152498627823,2015-12-31
-91.88268594673242,34.208488783538264,1,18897,PurcellMG4,15-May,baseline,1/1/2025,350,750,4450.254855806919,10926.081197551784,112,5,67,41,1440.79321537066,400.0399992465973,3880.799997329712,30.514130447221838,18.726086930088375,24.620108688655108,32.9459017456555,1,0.9925409848572778,8.977139640115567,17.954279280231134,33.349889090901605,592.986415525756,110.4733299702018,26.968657538259507,6.09266402746724,2015-12-31
-91.15639549611201,35.32180119855489,1,9792,PurcellMG4,15-May,baseline,1/1/2025,350,750,4693.719055757819,11757.895941541321,113,5,69,43,1427.407881116985,879.3400037288666,3756.180000782013,29.18097826708918,19.03369571333346,24.10733699021132,32.44590168311948,1,0.9829508249876928,9.399255586472536,18.798511172945073,34.25211688996534,587.3328786624725,147.12931391170142,238.18660169932616,4.825707987705568,2015-12-31
-90.17779248047711,35.769770851294595,1,5888,PurcellMG4,15-May,baseline,1/1/2025,350,750,4731.927789054261,11663.930819840882,114,5,70,44,1430.1092510854162,666.2900042533875,3786.509994506836,29.454891505448714,19.15108703530353,24.302989270376123,32.6852460767402,1,0.9745901561174238,11.437095475010729,22.874190950021458,45.0622327840141,586.0462727563953,148.9039972898386,134.70708635337755,5.441140414938224,2015-12-31
-91.28701186890204,33.199943432873845,1,26797,PurcellMG4,15-May,baseline,1/1/2025,350,750,4474.600317378448,11302.856933983072,111,5,65,38,1408.4915050210307,516.3900034427643,3880.239993572235,32.11684801267541,19.484782584335495,25.80081529850545,34.01311502300325,1,0.975245901013984,11.437095475010729,22.874190950021458,45.74838190004292,632.0429496948734,144.46292102783352,90.46545445402218,5.161186059373206,2015-12-31
-90.65288724600862,35.769774477488305,1,6050,PurcellMG4,15-May,baseline,1/1/2025,350,750,4883.588816224302,12071.021976202273,118,7,73,47,1473.7563301195216,652.0199954509735,3786.509994506836,28.57010879723922,17.16304345752882,22.86657612738402,32.20983627194264,1,0.9916393459820356,10.92131927445006,21.84263854890012,43.68319880701913,620.8170520540251,147.69763288479504,115.11795009110784,5.526718483025356,2015-12-31
-90.0977215402821,35.72106778948813,1,6249,PurcellMG4,15-May,baseline,1/1/2025,350,750,4631.893444771785,11387.891884875062,114,5,70,44,1431.1448974965917,666.2900042533875,3786.509994506836,29.454891505448714,19.15108703530353,24.302989270376123,32.6852460767402,1,0.9745901561174238,7.8963412815437595,15.792682563087519,31.58536512617503,584.7052412911372,132.4389793731506,149.43771947226432,5.345014972319769,2015-12-31
-90.6057291804269,35.25313656704918,1,10170,PurcellMG4,15-May,baseline,1/1/2025,350,750,3927.518923930433,9533.912605995165,114,5,70,43,1430.0083874758052,687.3099987506866,3786.509994506836,29.648913051771082,18.390217423439026,24.019565237605054,32.59016396569424,0.996925813423496,0.9907377102335947,4.968696221749547,9.937392443499094,20.047888888865675,534.5252371646745,178.99788313102135,97.79115044320562,4.840934106032006,2015-12-31
-91.26140266818706,33.17646324568665,1,26977,PurcellMG4,15-May,baseline,1/1/2025,350,750,4474.600317378448,11302.856933983072,111,5,65,38,1408.4915050210307,516.3900034427643,3880.239993572235,32.11684801267541,19.484782584335495,25.80081529850545,34.01311502300325,1,0.975245901013984,11.437095475010729,22.874190950021458,45.74838190004292,632.0429496948734,144.46292102783352,90.46545445402218,5.161186059373206,2015-12-31
-91.80316643385773,34.160868444392875,1,19258,PurcellMG4,15-May,baseline,1/1/2025,350,750,4404.7438110191,10782.711871959014,112,5,67,41,1442.3444446074682,400.0399992465973,3880.799997329712,30.514130447221838,18.726086930088375,24.620108688655108,32.9459017456555,1,0.9925409848572778,8.302016940379074,16.60403388075815,33.208067761516304,589.599044808586,101.6736846021994,35.07965727906081,6.064196788961517,2015-12-31
-89.92543642688773,35.77948551241956,1,5718,PurcellMG4,15-May,baseline,1/1/2025,350,750,4532.29049978186,11112.565648274705,114,5,70,44,1400.4943122937684,666.2900042533875,3742.729992866516,29.454891505448714,19.15108703530353,24.302989270376123,32.6852460767402,1,0.9745901561174238,7.8963412815437595,15.792682563087519,31.58536512617503,576.8928222249509,133.5271553205102,149.7015382506689,5.269360685143149,2015-12-31
